Date,Adj Close,Open,High,Low
2019/5/7,"7,963.76","8,043.52","8,070.97","7,899.02"
2019/5/6,"8,123.29","7,981.85","8,135.54","7,981.85"
2019/5/3,"8,164.00","8,092.88","8,164.71","8,084.80"
2019/5/2,"8,036.77","8,046.48","8,094.06","7,976.77"
2019/5/1,"8,049.64","8,132.93","8,146.00","8,048.23"
2019/4/30,"8,095.39","8,104.91","8,124.61","8,050.55"
2019/4/29,"8,161.85","8,147.65","8,176.08","8,136.41"
2019/4/26,"8,146.40","8,100.28","8,146.42","8,060.89"
2019/4/25,"8,118.68","8,150.85","8,151.85","8,075.41"
2019/4/24,"8,102.02","8,122.88","8,139.55","8,101.70"
2019/4/23,"8,120.82","8,026.74","8,128.88","8,023.81"
2019/4/22,"8,015.27","7,969.37","8,017.15","7,965.90"
2019/4/18,"7,998.06","7,998.44","8,002.31","7,950.97"
2019/4/17,"7,996.08","8,044.97","8,052.40","7,973.38"
2019/4/16,"8,000.23","8,000.57","8,017.56","7,978.81"
2019/4/15,"7,976.01","7,987.16","7,993.33","7,933.56"
2019/4/12,"7,984.16","7,984.15","7,992.09","7,952.61"
2019/4/11,"7,947.36","7,975.20","7,975.20","7,933.41"
2019/4/10,"7,964.24","7,922.73","7,965.33","7,916.90"
2019/4/9,"7,909.28","7,924.77","7,945.55","7,897.61"
2019/4/8,"7,953.88","7,924.89","7,955.90","7,891.85"
2019/4/5,"7,938.69","7,914.51","7,940.45","7,909.14"
2019/4/4,"7,891.78","7,894.26","7,917.65","7,844.96"
2019/4/3,"7,895.55","7,891.18","7,938.26","7,870.90"
2019/4/2,"7,848.69","7,824.61","7,854.92","7,811.28"
2019/4/1,"7,828.91","7,800.24","7,831.45","7,777.10"
2019/3/29,"7,729.32","7,726.71","7,733.62","7,688.51"
2019/3/28,"7,669.17","7,660.07","7,689.16","7,619.82"
2019/3/27,"7,643.38","7,702.05","7,712.84","7,582.09"
2019/3/26,"7,691.52","7,700.00","7,738.17","7,649.21"
2019/3/25,"7,637.54","7,618.98","7,662.38","7,579.29"
2019/3/22,"7,642.67","7,800.25","7,817.83","7,642.57"
2019/3/21,"7,838.96","7,705.43","7,850.10","7,705.43"
2019/3/20,"7,728.97","7,721.95","7,779.24","7,674.04"
2019/3/19,"7,723.95","7,747.40","7,767.89","7,699.15"
2019/3/18,"7,714.48","7,696.38","7,737.67","7,677.74"
2019/3/15,"7,688.53","7,658.41","7,714.96","7,652.03"
2019/3/14,"7,630.91","7,644.79","7,653.10","7,627.02"
2019/3/13,"7,643.40","7,621.38","7,677.07","7,619.46"
2019/3/12,"7,591.03","7,571.85","7,611.13","7,560.46"
2019/3/11,"7,558.06","7,442.56","7,558.23","7,442.40"
2019/3/8,"7,408.14","7,334.35","7,411.52","7,332.92"
2019/3/7,"7,421.46","7,483.79","7,489.08","7,397.19"
2019/3/6,"7,505.92","7,575.38","7,579.02","7,499.87"
2019/3/5,"7,576.36","7,582.29","7,598.66","7,543.54"
2019/3/4,"7,577.57","7,636.62","7,643.66","7,501.56"
2019/3/1,"7,595.35","7,587.45","7,603.03","7,540.75"
2019/2/28,"7,532.53","7,533.31","7,561.90","7,516.48"
2019/2/27,"7,554.51","7,526.42","7,562.30","7,485.39"
2019/2/26,"7,549.30","7,535.29","7,573.22","7,524.31"
2019/2/25,"7,554.46","7,585.30","7,602.69","7,551.61"
2019/2/22,"7,527.55","7,481.63","7,527.55","7,479.01"
2019/2/21,"7,459.71","7,475.41","7,485.75","7,430.89"
2019/2/20,"7,489.07","7,490.31","7,513.70","7,455.25"
2019/2/19,"7,486.77","7,450.75","7,507.79","7,450.27"
2019/2/15,"7,472.41","7,468.57","7,477.28","7,440.26"
2019/2/14,"7,426.95","7,390.25","7,454.42","7,375.71"
2019/2/13,"7,420.38","7,437.46","7,461.66","7,413.84"
